name,cpf,birthDate,motherName,cnpj,genre,createdAt
Larissa Brito,568.713.924-91,1952-02-06T17:58:39.805048,Brenda Pires,,Feminino,2025-05-04T12:17:07.515448
Guilherme Alves,906.823.745-47,1970-11-20T09:21:05.835319,Beatriz Ramos,,Desconhecido,2024-08-07T17:31:16.514862
João Felipe Nascimento,984.760.512-20,1999-12-17T00:24:19.443831,Maria Borges,,Desconhecido,2024-10-22T07:25:50.523740
Anna Liz Cavalcanti,912.370.564-70,1972-05-21T09:08:28.386400,Maria Luiza Cavalcante,,Desconhecido,2025-04-08T19:20:16.388614
Jade Oliveira,567.098.132-40,1989-06-21T00:39:56.038641,Isabel Sousa,,Desconhecido,2025-02-05T04:57:53.979082
Maria Liz Sampaio,105.387.249-60,1989-08-30T15:44:31.273553,Mariane Souza,,Desconhecido,2024-11-15T18:26:09.898504
Rafaela Farias,598.716.320-02,2007-06-29T06:55:39.938178,Alice Machado,,Feminino,2024-11-19T01:08:25.372087
Gabriel Alves,695.137.240-34,1961-05-12T23:42:38.242023,Maria Isis Peixoto,,Desconhecido,2024-11-30T08:07:34.206800
Maya Sampaio,904.285.713-79,1977-10-14T01:47:31.495785,Lívia Albuquerque,,Feminino,2025-05-28T04:15:02.055485
Luiz Henrique Costa,937.268.504-65,1952-01-23T12:45:30.720412,Lunna Fernandes,,Masculino,2024-11-27T06:20:59.836523
Theodoro Mendonça,197.026.853-03,1977-08-27T09:51:49.800642,Larissa Viana,,Desconhecido,2024-06-29T14:45:57.575300
Ravi Lucca Silveira,378.150.629-03,1946-08-24T03:20:42.392076,Zoe Câmara,,Masculino,2024-10-31T03:21:48.351059
Lucca Vieira,478.253.096-00,1974-10-03T22:29:48.840909,Eloá Campos,,Masculino,2025-07-19T21:00:22.748871
Melissa Cassiano,980.254.163-05,1985-06-27T08:15:50.523541,Milena Vargas,,Desconhecido,2024-11-11T13:14:36.513414
Olívia Costela,651.490.273-16,1970-05-01T01:43:31.746951,Isabela Sampaio,,Feminino,2025-02-05T15:50:27.732682
Asafe das Neves,394.580.217-23,1964-10-06T14:26:14.837756,Rafaela Barbosa,,Desconhecido,2024-02-22T00:08:54.613924
Ísis Barbosa,135.968.072-12,1991-11-04T20:44:20.300781,Sabrina Aragão,,Feminino,2024-02-02T13:01:03.586550
Luísa da Rocha,641.097.382-96,1969-07-30T18:24:52.800783,Ana Vitória Montenegro,,Feminino,2024-08-01T23:28:04.908928
Cecília da Luz,708.596.423-56,1982-10-30T08:55:35.263294,Maria Flor Souza,,Feminino,2023-11-17T17:26:35.794118
Vitor Martins,807.219.456-94,1993-08-21T08:46:27.959417,Juliana Barros,,Desconhecido,2025-07-01T10:00:25.420557
Thales Vasconcelos,392.746.108-31,1973-04-27T01:45:34.012047,Ágatha Pires,,Masculino,2024-06-07T11:33:50.958733
Ana Vitória Rodrigues,204.936.517-99,1962-08-02T17:18:09.096478,Sophia Fogaça,,Desconhecido,2024-05-06T21:02:13.202210
Breno Pastor,935.687.201-59,1951-09-26T22:33:11.129299,Caroline Sá,,Desconhecido,2025-03-29T18:03:50.132008
Ana Lívia Fonseca,105.982.436-15,1962-10-07T07:16:46.420186,Sarah Pereira,,Feminino,2025-10-12T11:40:41.621518
Raquel da Mota,945.208.317-41,1955-07-04T17:02:00.709605,Sara Peixoto,,Feminino,2024-12-10T15:35:04.974180
Julia Monteiro,602.593.748-65,1980-03-08T05:15:40.845006,Sarah Moura,,Feminino,2025-07-08T19:48:04.448949
Ana Sophia Pastor,053.964.721-70,1992-11-26T23:44:57.116052,Eduarda Mendonça,,Feminino,2024-06-29T11:40:45.370816
Isabel Santos,321.479.058-79,1974-08-01T20:39:41.284495,Maria Isis Sampaio,,Desconhecido,2025-06-24T23:24:19.608808
Leandro Rocha,416.520.398-05,1954-10-23T00:03:48.635140,Kamilly Lopes,,Masculino,2024-12-21T18:17:29.677415
Raul Novais,968.741.503-75,1955-09-11T19:24:07.598679,Bárbara Pires,,Desconhecido,2024-11-03T13:49:44.627458
Raquel Rios,129.867.530-86,2007-08-10T00:58:01.138717,Maria Júlia Souza,,Desconhecido,2024-08-06T03:37:17.924709
Vitor Gabriel Vieira,973.058.124-04,1993-10-30T21:12:32.190367,Rebeca Camargo,,Masculino,2025-05-11T17:12:08.621907
Pietro da Cunha,146.075.238-44,1985-11-21T02:33:08.116994,Ayla da Cruz,,Masculino,2023-12-11T00:38:40.975476
Kaique Silva,740.982.361-50,1978-01-10T13:39:51.420879,Yasmin Souza,,Masculino,2025-05-23T17:14:49.918783
Maria Fernanda Camargo,013.985.724-97,1982-07-08T05:38:42.313499,Esther Aragão,,Desconhecido,2023-12-13T04:05:17.174325
Luiz Gustavo Oliveira,508.341.267-53,1993-10-15T15:02:28.466033,Luana Silva,,Masculino,2023-12-27T09:09:27.476627
Benício Fonseca,870.139.546-75,1949-10-04T09:57:16.028194,Maria Luísa Lima,,Masculino,2024-06-25T22:23:55.030425
Lunna Araújo,605.439.728-10,1985-09-19T17:04:41.577383,Lívia da Conceição,,Feminino,2025-05-08T18:38:40.708754
Lucca Cirino,647.350.189-48,1984-09-02T09:35:34.966137,Mirella Correia,,Masculino,2024-09-21T09:32:20.458095
Davi Luiz Mendonça,431.208.579-04,1966-08-08T14:17:22.891865,Eduarda Rocha,,Masculino,2025-08-27T09:03:57.965787
Isabela Carvalho,693.742.508-29,1993-03-01T22:50:14.452919,Ana Luiza da Costa,,Feminino,2025-03-14T05:52:16.375392
Heloisa Dias,820.619.574-20,1955-11-04T10:40:21.681762,Ísis Borges,,Feminino,2025-08-13T11:44:24.538033
Juliana Nunes,374.681.592-46,1954-09-29T01:48:02.539884,Sabrina Teixeira,,Feminino,2024-05-28T13:49:27.232338
Isabelly da Costa,579.246.018-30,1972-02-06T07:00:57.895403,Manuela Duarte,,Desconhecido,2024-11-17T09:27:57.715525
Olivia Azevedo,304.259.168-98,2006-04-16T08:30:58.274170,Bella Viana,,Feminino,2024-10-03T03:18:02.270979
Lunna Azevedo,142.698.530-42,1957-04-24T07:37:36.827352,Ísis Albuquerque,,Desconhecido,2024-07-14T13:05:30.478502
Raquel Cirino,516.092.843-05,1990-10-29T02:47:40.976310,Eduarda Novais,,Feminino,2024-05-06T23:10:23.713388
Aylla Andrade,910.648.752-11,1983-09-24T21:41:02.208189,Ana Costa,,Feminino,2025-06-21T19:29:31.869951
Davi Lucca da Mota,854.127.390-32,1952-04-27T22:31:05.111675,Yasmin Borges,,Desconhecido,2024-08-17T01:11:24.380431
José Miguel Santos,830.619.245-15,1975-10-28T11:07:50.326263,Eduarda Costela,,Masculino,2023-10-29T13:43:57.064760
Ana Sophia Porto,492.716.085-85,1965-02-17T12:15:17.804201,Ayla Carvalho,,Desconhecido,2024-09-05T07:44:13.003196
José Pedro Gonçalves,497.065.183-39,1951-05-09T08:23:02.208437,Lavínia Aragão,,Desconhecido,2024-02-19T10:03:07.785452
Renan da Rosa,035.721.986-40,1993-12-18T08:09:02.630248,Jade Sales,,Masculino,2024-05-23T01:31:58.412760
Davi Lucca Sales,658.027.931-12,1967-03-11T11:38:39.063134,Beatriz Araújo,,Masculino,2025-03-12T12:52:34.944724
Marcelo Melo,341.206.578-17,1975-11-17T17:49:03.602498,Ayla Dias,,Desconhecido,2025-10-20T16:51:58.762289
Luiz Felipe da Mota,416.097.238-13,1949-01-10T22:30:55.579093,Aylla Cunha,,Masculino,2025-06-20T08:08:06.250471
Benício Rios,093.726.581-03,2000-12-30T11:08:35.488039,Elisa Ferreira,,Masculino,2025-06-19T05:45:47.428890
Maria Cecília Barbosa,871.593.026-21,1984-02-15T00:28:32.201343,Maria Clara Cavalcante,,Feminino,2025-05-26T03:43:28.977220
Pires S/A S.A.,,,,46.297.831/0001-78,,2023-09-13T13:15:57.932637
Gustavo Henrique Aragão,743.610.528-08,2007-06-19T13:24:05.959542,Marina Cavalcante,,Desconhecido,2025-01-31T09:10:01.898870
Theodoro Cassiano,401.687.329-04,1964-06-25T17:28:38.609257,Laís Souza,,Masculino,2025-09-03T11:18:17.166144
Pedro Miguel Costela,561.048.793-57,1989-01-23T08:49:13.611249,Raquel Rocha,,Desconhecido,2024-05-22T10:51:08.325758
Théo da Rocha,129.864.730-40,1969-07-13T06:42:36.221986,Laura Pereira,,Desconhecido,2025-08-04T04:31:31.663991
Maria Alice Duarte,659.382.047-47,1966-07-16T19:47:16.498545,Ana Júlia da Rosa,,Desconhecido,2024-11-28T07:22:44.598125
Maria Luísa Cassiano,835.906.127-03,2007-08-08T07:30:34.618180,Amanda Guerra,,Desconhecido,2024-05-26T10:06:38.626786
Jade Pires,083.495.167-39,2002-11-13T02:24:55.461214,Ana Lívia Pires,,Desconhecido,2025-09-08T07:44:25.355623
Julia Azevedo,423.170.985-88,1996-11-13T02:45:35.958096,Lavínia Cunha,,Feminino,2024-02-01T09:49:29.343475
Gael Ferreira,482.503.196-05,1983-10-26T13:21:58.404767,Ana Julia Campos,,Masculino,2024-04-01T04:11:38.541937
Alana Cunha,637.089.524-56,2000-07-05T05:25:03.018626,Ana Pimenta,,Desconhecido,2024-03-08T00:35:54.056754
Sophia Aragão,063.758.412-08,1997-07-21T00:42:22.685524,Maria Eduarda Jesus,,Feminino,2023-11-13T21:44:28.842868
Ana Julia Dias,628.491.357-55,1948-12-20T05:10:12.686093,Melissa Porto,,Desconhecido,2024-01-04T01:39:58.502612
Benjamin Costela,721.350.946-25,1957-08-07T22:35:56.177106,Maitê Pacheco,,Masculino,2024-04-17T18:14:49.505813
Augusto Castro,463.285.907-92,2007-08-16T20:25:46.429840,Laura Macedo,,Desconhecido,2025-07-11T00:05:11.430207
Lucas Monteiro,624.935.780-74,1999-03-12T18:10:07.053846,Isabella Abreu,,Masculino,2024-02-16T04:18:47.187243
Marcos Vinicius da Paz,398.274.516-00,1966-05-15T21:47:57.024483,Fernanda Peixoto,,Masculino,2023-11-08T17:14:27.510451
Ester Lima,831.726.594-37,1983-10-09T06:33:01.800592,Ana Liz Peixoto,,Desconhecido,2025-01-18T21:50:00.109087
Kaique Rios,623.817.904-03,2005-05-08T16:55:26.372148,Maria Laura Araújo,,Masculino,2024-12-23T22:56:37.387467
Agatha Barbosa,274.150.396-61,2007-06-28T23:43:31.899513,Maria Sophia Oliveira,,Desconhecido,2025-04-17T09:50:50.070200
Rafael Jesus,132.465.908-42,1972-07-30T03:31:53.949223,Luísa Farias,,Masculino,2023-12-19T02:37:35.756150
Júlia Fogaça,608.945.371-48,1969-08-11T03:05:08.829265,Ana Luiza Jesus,,Feminino,2024-08-24T17:48:08.945766
Luigi Farias,527.604.319-16,1990-04-23T09:53:23.284594,Ester Almeida,,Desconhecido,2025-03-23T09:59:48.046787
Laís Martins,054.982.731-50,2000-06-09T08:14:29.453506,Bianca Monteiro,,Feminino,2024-04-06T09:22:44.924284
Ana Cecília Peixoto,197.845.063-00,1972-07-05T08:57:57.550764,Anna Liz Nogueira,,Feminino,2024-09-10T02:17:52.804140
Ana Laura Castro,713.506.824-62,2004-08-29T20:06:45.671920,Sara Melo,,Feminino,2024-02-17T14:06:21.613364
Erick Mendonça,018.593.726-86,2006-12-05T03:05:04.332676,Carolina da Rocha,,Desconhecido,2024-11-22T05:19:07.101800
Benjamim Siqueira,896.015.432-60,2000-06-08T04:39:43.485039,Nina Albuquerque,,Masculino,2024-06-20T21:34:16.095653
Eduardo Lima,279.561.408-11,1965-10-29T15:47:19.995646,Rafaela da Rocha,,Masculino,2025-01-17T05:01:51.806136
Juliana da Cruz,128.946.357-37,1955-08-01T17:01:33.642121,Maria Luiza Souza,,Feminino,2024-09-23T09:42:08.590574
Luana Mendes,349.572.601-25,1974-11-01T00:03:40.954271,Alícia Sampaio,,Feminino,2025-01-06T08:52:59.296896
Caroline Costa,651.248.970-58,1992-08-29T05:19:59.016491,Bruna Monteiro,,Feminino,2025-01-10T00:11:54.628917
Heitor Dias,124.753.096-52,1982-03-28T11:36:28.991223,Lívia Cirino,,Desconhecido,2024-08-13T20:07:22.142072
Gabrielly Azevedo,503.147.689-39,1955-09-13T15:46:22.697510,Eloah Sousa,,Feminino,2024-06-11T16:33:20.858916
Emilly Rezende,429.375.106-80,1965-05-14T12:25:58.183988,Caroline Rocha,,Desconhecido,2025-04-13T23:12:55.671908
Theo Cavalcanti,645.937.810-00,1967-08-18T03:46:34.972047,Eduarda Mendonça,,Desconhecido,2024-05-06T23:38:47.354208
João Vitor Monteiro,579.402.638-38,1979-02-07T22:14:59.316726,Bárbara Moreira,,Masculino,2023-10-28T18:13:14.362804
Enzo Rios,370.689.421-13,1949-02-04T21:38:34.258894,Marina Novais,,Masculino,2024-04-17T23:15:12.157683
Isadora da Mota,138.479.026-87,2005-05-23T18:14:42.131076,Beatriz Pinto,,Feminino,2025-09-26T18:01:14.914774
Lucca Melo,381.726.054-71,1995-07-26T06:23:20.294245,Rafaela Almeida,,Masculino,2024-07-28T08:04:38.589729
Cecilia Lopes,789.523.106-59,1977-11-21T17:16:06.068500,Ana Carolina Barbosa,,Feminino,2024-03-26T16:57:23.430410
Hellena Gomes,754.136.890-39,1950-11-03T11:35:26.851270,Camila da Luz,,Feminino,2024-12-23T13:08:47.611589
Guilherme Casa Grande,530.471.269-25,1985-10-13T06:55:00.689375,Alice Rocha,,Desconhecido,2024-04-03T13:28:53.201961
Thiago Ferreira,984.736.025-10,1959-03-16T08:41:36.730952,Marina Rios,,Masculino,2025-01-28T10:10:49.932067
Raul Pires,567.310.894-00,1996-12-11T08:43:33.585587,Jade Pereira,,Masculino,2025-07-29T14:11:42.324392
Luísa Mendonça,180.594.372-32,2004-04-16T23:52:23.708313,Heloísa Silveira,,Feminino,2024-03-05T17:19:28.119819
Isabel Silva,865.324.017-90,1990-03-10T12:13:46.225856,Stephany Sá,,Feminino,2025-02-22T14:57:42.035575
Nathan Rios,928.347.165-28,1994-11-13T23:48:15.826649,Cecília da Mota,,Desconhecido,2023-10-26T14:12:16.913020
Cauã Ferreira,903.158.246-89,1994-09-14T20:33:18.322947,Fernanda Santos,,Masculino,2025-07-16T07:04:21.498324
Julia Ramos,910.874.562-58,1955-03-21T08:03:12.064022,Zoe Moreira,,Desconhecido,2025-09-09T19:09:11.664125
Liz Barbosa,682.043.179-13,1994-11-29T17:42:12.545335,Ayla Martins,,Desconhecido,2025-04-26T15:26:43.567821
Melina Azevedo,108.652.934-06,1971-10-17T15:10:13.131600,Sara Jesus,,Feminino,2025-02-20T09:08:03.752863
Vitória Camargo,623.051.974-70,1994-10-18T12:31:27.649695,Gabrielly Mendonça,,Feminino,2024-12-06T23:37:25.370313
Ana Vitória Moreira,463.152.780-35,1965-06-18T17:39:21.100778,Gabriela Ribeiro,,Feminino,2024-10-19T00:49:57.805599
Isabel Cassiano,308.176.942-69,2000-01-08T07:33:43.423023,Juliana Nunes,,Desconhecido,2025-08-07T11:08:02.185588
Sarah Abreu,160.829.574-58,1997-03-26T14:13:32.575220,Bella Almeida,,Feminino,2025-01-23T13:25:46.578561
Catarina Rodrigues,187.352.960-03,1948-08-04T20:17:09.642802,Lorena da Costa,,Feminino,2024-12-02T19:27:01.901958
Valentim Dias,610.859.372-59,1947-01-31T17:19:41.928285,Luna Costa,,Desconhecido,2024-11-13T21:05:35.148602
Eduarda Ribeiro,459.186.320-42,1984-06-20T08:36:26.261656,Luna Camargo,,Feminino,2024-02-17T00:59:17.267011
Ágatha Siqueira,586.230.491-60,1982-03-20T00:52:58.813840,Sara Araújo,,Feminino,2025-10-11T03:00:47.665940
Bárbara Aragão,160.582.493-33,1950-08-28T13:58:41.244545,Clara Santos,,Feminino,2025-02-02T00:19:37.768659
Luiz Miguel Carvalho,284.571.603-62,1968-10-15T09:51:07.741667,Maria Júlia Fogaça,,Masculino,2025-06-01T07:19:43.359690
Laura Cunha,630.248.795-10,1962-07-22T23:17:14.535314,Sophia da Conceição,,Desconhecido,2024-02-21T23:14:22.716872
Heloisa Nascimento,621.890.754-67,1964-01-28T05:24:10.568740,Maria Flor Sousa,,Feminino,2024-06-08T21:21:25.285301
Mariah Oliveira,895.146.307-93,1975-05-20T00:59:07.816403,Laís Costa,,Desconhecido,2024-05-05T18:24:18.952177
Isaque Rodrigues,137.094.685-66,1990-09-26T13:41:35.922757,Juliana Macedo,,Desconhecido,2024-08-28T08:07:33.759410
Miguel Câmara,109.584.263-33,1995-06-15T23:26:16.261664,Ana Júlia Costela,,Masculino,2024-05-02T09:22:05.232817
Fernanda Fernandes,106.485.937-20,2006-04-19T07:24:46.130391,Joana Moura,,Feminino,2024-07-20T17:47:46.576844
Maria Júlia Gomes,516.974.082-49,1979-10-22T07:21:55.754330,Liz Casa Grande,,Feminino,2024-02-12T09:54:26.170520
Ana Julia Mendes,168.459.703-00,1973-05-13T22:29:59.955860,Aylla Casa Grande,,Feminino,2023-12-20T01:40:48.432098
Maria Helena da Rosa,640.592.718-02,1955-05-02T09:50:35.522957,Olívia Garcia,,Feminino,2024-04-12T19:02:32.543853
Mirella da Conceição,948.721.305-88,1996-06-21T18:45:05.428396,Juliana Gomes,,Desconhecido,2025-07-02T11:03:06.466352
Henrique Teixeira,280.635.194-42,1992-08-08T21:07:46.800627,Sophia Ferreira,,Desconhecido,2025-02-24T03:12:51.780372
Juan da Mota,079.852.316-68,1965-07-27T07:54:03.216395,Elisa Santos,,Masculino,2025-08-16T20:20:31.469832
Manuela Pimenta,542.803.619-24,1964-07-04T12:13:01.203207,Maria Cecília Siqueira,,Feminino,2025-10-15T11:21:12.377599
Maria Cecília Abreu,619.354.720-70,1964-07-10T17:32:54.898177,Luara Oliveira,,Feminino,2025-05-15T05:11:08.637194
Maria Clara Ramos,760.593.824-10,2001-05-03T20:51:02.549221,Laura Alves,,Feminino,2025-05-25T20:00:45.181438
Yasmin Campos,723.405.986-56,1969-04-27T09:09:09.282458,Ester Montenegro,,Feminino,2024-05-20T03:41:12.678838
Vinicius Marques,567.084.319-39,1972-01-24T08:35:32.459211,Esther Martins,,Desconhecido,2025-06-27T23:28:30.403836
Luiz Miguel Nascimento,769.485.312-37,1955-02-04T06:22:32.144027,Isabel Novais,,Masculino,2024-07-17T00:19:16.666055
Bruno Fernandes,962.014.875-49,1949-02-01T03:24:54.816832,Sabrina Rocha,,Desconhecido,2025-03-25T17:19:54.275059
Marcelo Porto,804.529.763-83,1997-06-05T21:07:24.900452,Giovanna Dias,,Masculino,2024-09-02T12:41:11.649174
Ian Farias,617.852.094-85,1946-12-08T00:04:34.464602,Ana Sophia Pereira,,Desconhecido,2024-02-22T19:01:57.893821
Milena Câmara,902.165.487-30,1999-05-11T16:30:37.482422,Hadassa Rodrigues,,Desconhecido,2025-04-19T04:20:57.736508
Juan Silva,368.542.170-08,1975-06-26T13:25:34.475551,Ayla Freitas,,Masculino,2024-09-18T03:54:38.270379
Davi Lucca Silva,561.387.490-57,1984-08-19T03:41:26.905754,Manuella Viana,,Desconhecido,2025-10-24T18:52:54.579043
Stella Monteiro,596.438.071-93,1961-01-17T17:46:08.249106,Alexia Costela,,Desconhecido,2025-08-11T12:12:14.333393
Liz Araújo,632.149.850-51,1956-06-02T23:16:05.153867,Ana Lívia Ferreira,,Feminino,2025-06-29T13:53:39.647173
Nicolas Sousa,230.476.958-65,1999-03-28T12:06:18.299752,Emanuelly Barros,,Masculino,2025-02-18T22:33:05.554508
Isis Fogaça,703.124.965-16,1968-12-23T20:36:51.486372,Gabrielly Sampaio,,Desconhecido,2025-06-30T16:34:06.134027
Caio Martins,785.206.491-49,1972-03-07T01:49:02.327955,Helena Souza,,Masculino,2025-06-16T18:47:06.220614
Lívia da Rocha,273.568.940-92,1948-01-23T07:15:00.981999,Rebeca Nascimento,,Desconhecido,2025-02-22T02:46:48.134162
Caio Andrade,167.458.903-48,1963-04-20T18:31:24.786908,Melissa Aragão,,Masculino,2025-01-31T16:18:21.736357
Lucas Gabriel Mendes,290.816.453-15,1953-09-04T08:39:04.444274,Sabrina Silva,,Masculino,2024-08-16T18:21:53.028843
Luana Casa Grande,826.901.574-11,1986-05-05T23:08:45.949988,Rafaela Andrade,,Feminino,2023-11-01T08:50:21.937009
Lucas Gabriel Sousa,148.657.320-71,1963-08-15T12:09:17.089140,Ayla Monteiro,,Masculino,2024-04-26T15:12:22.349225
Ana Luiza Sousa,954.831.720-60,1980-07-21T14:34:13.050512,Natália Sampaio,,Feminino,2024-03-23T08:37:11.697261
João Pedro Ribeiro,057.143.869-57,1995-09-08T19:23:02.690869,Eloá Andrade,,Masculino,2024-11-06T18:31:54.911249
Luigi Aparecida,769.421.503-80,1969-10-15T19:37:12.474296,Maria Júlia Gonçalves,,Masculino,2025-06-30T08:25:33.630385
Cauê Pereira,378.416.925-28,1982-07-11T22:10:32.170594,Liz Monteiro,,Masculino,2025-03-14T17:31:37.806641
Nathan da Rocha,082.914.573-79,1946-11-06T21:31:36.950672,Alana Farias,,Desconhecido,2024-10-08T01:33:50.052275
Eduardo Montenegro,239.056.481-05,1988-05-26T12:44:09.599949,Mariah Barbosa,,Desconhecido,2024-05-20T13:10:47.822037
Lucas Gabriel Pastor,378.520.641-08,1960-12-12T12:04:33.779334,Isabela Nunes,,Masculino,2023-12-16T19:24:36.008718
Enzo Gabriel Jesus,260.479.135-80,1992-02-14T15:12:47.829394,Esther da Rocha,,Masculino,2023-11-10T05:48:49.507914
Sofia Cavalcante,631.052.789-40,1956-06-08T21:57:02.607538,Ana da Luz,,Feminino,2025-04-10T16:44:22.356246
Isabelly Fogaça,681.457.203-62,1968-09-01T00:30:53.932694,Maria Flor Moreira,,Desconhecido,2024-11-12T09:51:04.842360
Ana Beatriz Borges,147.503.628-08,2003-07-09T09:35:33.079458,Anna Liz Sales,,Desconhecido,2024-12-28T20:28:05.086209
João Vitor Sousa,429.058.176-58,2000-06-27T01:24:39.210569,Maria Luiza Sampaio,,Masculino,2024-06-25T16:30:46.131831
Thales Lima,574.961.328-37,1986-01-26T10:35:03.924806,Maria Fernanda Viana,,Masculino,2024-03-07T12:31:08.856911
Caio Duarte,238.790.615-21,1982-07-07T06:55:19.861277,Manuella Leão,,Desconhecido,2025-08-29T13:34:21.313771
Ester Aparecida,214.380.795-32,1984-08-29T21:14:35.242939,Ana Sophia Albuquerque,,Feminino,2025-03-24T04:20:04.552922
Rodrigo Freitas,032.861.597-86,1988-06-29T13:15:12.968203,Luiza Brito,,Masculino,2024-03-04T19:46:26.204987
Laís Oliveira,504.369.712-16,1963-07-28T08:54:41.648098,Kamilly Fonseca,,Feminino,2024-05-24T09:29:54.400631
Stephany Sousa,513.746.928-91,1993-12-21T22:28:11.753138,Ana Clara Pereira,,Desconhecido,2024-08-23T04:10:30.949483
João Felipe da Mata,493.528.170-79,1969-12-07T23:58:15.406055,Ana Ferreira,,Desconhecido,2024-03-24T17:04:56.978508
Brayan Jesus,071.465.293-80,1961-02-18T20:40:39.974198,Alice Dias,,Masculino,2024-05-30T23:41:22.836349
Luana Peixoto,609.743.581-93,1965-04-09T09:49:02.971520,Ana Lívia Teixeira,,Feminino,2025-07-07T10:46:53.714538
Ana Lívia Rodrigues,391.782.456-64,1957-06-27T07:21:47.389042,Maysa das Neves,,Feminino,2024-03-02T02:18:21.546091
Isaac Pinto,781.905.362-30,1954-11-06T15:03:31.609062,Isabela Gonçalves,,Masculino,2025-08-03T19:02:12.960438
João Guilherme Leão,172.845.603-71,1962-05-09T19:50:18.747443,Lunna Sousa,,Masculino,2025-05-04T03:15:30.992989
Mateus Pastor,874.296.350-83,1959-05-07T11:37:57.596709,Natália Santos,,Masculino,2025-02-19T18:39:45.629418
Ayla Rezende,961.378.042-40,1950-05-24T04:23:37.718627,Maria Julia Sales,,Feminino,2025-02-05T15:31:31.714912
Vicente Souza,258.760.391-95,1973-01-01T18:53:56.126645,Manuella Viana,,Masculino,2023-10-31T10:17:25.677967
Caroline Cavalcanti,257.609.143-16,1976-01-12T17:20:21.767023,Ana Clara Souza,,Desconhecido,2025-05-25T20:44:25.242214
Ana Beatriz Barros,521.784.630-53,2006-10-04T06:40:06.109968,Maria Julia Borges,,Feminino,2024-12-06T18:20:18.429182
Davi Lucca Vasconcelos,348.127.609-50,1975-06-24T20:44:05.832006,Mariane Caldeira,,Desconhecido,2025-06-06T08:12:57.093487
Cecília Cardoso,491.675.820-01,1988-04-01T20:50:24.388507,Ana Cecília Leão,,Desconhecido,2025-09-02T09:50:43.086912
Luiz Felipe Borges,842.965.031-89,1968-05-11T21:49:30.866758,Alice Abreu,,Masculino,2025-04-21T09:45:24.493903
Valentina Dias,172.653.840-08,2003-08-18T19:51:57.408415,Anna Liz Pimenta,,Desconhecido,2025-07-27T01:45:08.705092
Gabrielly Monteiro,786.120.394-87,1960-12-07T03:22:55.221123,Bruna Siqueira,,Feminino,2024-11-13T00:56:22.839609
Clarice Câmara,128.395.047-23,1979-10-04T10:27:39.084832,Sabrina Leão,,Desconhecido,2025-04-07T07:33:39.046451
Isabel da Rosa,841.730.295-60,1970-05-09T18:02:53.544562,Eloah Ramos,,Desconhecido,2024-12-25T04:01:14.360532
Anthony Gabriel Ramos,753.248.619-28,1973-04-15T21:16:39.670475,Eduarda da Conceição,,Desconhecido,2025-02-02T10:30:52.260122
Yuri Borges,948.571.620-67,1960-10-21T18:10:36.318715,Stephany Melo,,Masculino,2025-04-17T16:22:22.707538
Vitória Marques,062.784.591-67,1984-11-03T21:22:31.268942,Maria Sophia Porto,,Feminino,2025-01-09T20:05:27.840054
Bernardo Aparecida,257.198.340-79,1968-01-19T13:56:37.112972,Heloisa Borges,,Masculino,2024-01-10T08:42:41.520036
Alana Melo,690.385.714-10,1968-03-08T03:27:42.911448,Luiza Pastor,,Feminino,2025-08-01T02:59:55.693460
Fernanda Campos,048.913.567-66,1978-07-06T20:31:35.879562,Isadora Sales,,Desconhecido,2025-10-09T20:31:33.503985
Emilly Campos,483.759.061-66,1988-02-16T20:00:13.434600,Maria Laura Lima,,Feminino,2024-03-23T10:04:46.759109
Rodrigo Farias,027.691.853-30,1996-10-23T22:29:21.595007,Beatriz da Costa,,Masculino,2025-08-05T23:02:56.567181
Hellena Barros,280.756.319-86,1996-07-06T06:06:54.930780,Maria Júlia Freitas,,Desconhecido,2025-09-12T22:24:52.106275
Antônio Aragão,631.879.402-69,1994-12-26T22:58:42.620105,Agatha Cirino,,Masculino,2024-11-05T16:53:22.125540
Luiz Henrique Sales,317.824.650-90,1967-02-26T00:31:32.018193,Nina Cavalcanti,,Masculino,2025-04-28T09:25:49.317978
Melina Albuquerque,637.852.904-38,1973-10-30T12:01:43.910030,Hadassa Machado,,Feminino,2025-02-28T19:32:48.736603
Nicole Rodrigues,216.478.950-49,1987-06-25T17:04:23.179635,Fernanda Martins,,Feminino,2025-09-11T18:29:55.772084
Lucca Gomes,915.846.703-39,1972-07-21T06:38:34.988269,Ana Cecília Siqueira,,Masculino,2025-07-07T11:04:13.547103
Arthur Gabriel Martins,236.510.478-90,1971-07-06T08:44:38.182714,Aylla Sá,,Masculino,2025-07-10T00:48:05.894585
Joaquim Costela,207.931.564-16,1948-02-28T10:25:56.777986,Rafaela Moreira,,Masculino,2025-09-19T23:34:07.349157
Emanuel Moura,346.091.728-87,1975-01-23T00:04:08.313680,Lavínia Freitas,,Masculino,2024-12-04T02:38:47.931671
Lara Mendes,058.941.376-75,1952-10-05T10:53:31.259244,Jade Rocha,,Feminino,2025-01-06T22:26:00.474597
Catarina Rocha,415.372.809-88,1994-07-26T13:10:34.218999,Maria Luiza Pereira,,Desconhecido,2025-02-22T12:50:57.353264
Bento Castro,186.042.573-90,2003-12-04T16:13:48.810882,Joana Martins,,Masculino,2025-01-02T03:21:41.056527
Maria Julia Porto,725.401.986-94,1970-03-28T23:10:00.848844,Luara Barbosa,,Feminino,2025-08-11T13:20:39.747666
